O*NET-SOC Code,Title,ANALYTICAL,Fluency of Ideas,Originality,Problem Sensitivity,Deductive Reasoning,Inductive Reasoning,Information Ordering,Category Flexibility,Innovation,Analytical Thinking,Critical Thinking,Active Learning,Learning Strategies,Complex Problem Solving,Operations Analysis,"Judging the Qualities of Things, Services, or People",Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies
17-3029.08,Photonics Technicians,NA,3,2.88,3.5,3.38,2.88,3.38,3.12,3.56,3.84,3.62,3.25,3,3.5,1.5,3.28,3.83,4.21,4,4.62,2.84
29-1069.08,Physical Medicine and Rehabilitation Physicians,NA,3.88,3.88,5,4.62,5,4.38,4,3.89,4.54,4.62,4.25,4,4.12,1.88,5.27,4.44,5.89,4.52,5.99,4.41
31-2022.00,Physical Therapist Aides,NA,2,2,3,3,3,3,3,3.38,3.43,2.88,2.75,2.75,2.75,1,2.81,2.59,3.34,3.09,3.41,2.73
31-2021.00,Physical Therapist Assistants,NA,3,2.88,3.75,3.5,3.38,3.25,3.25,3.75,3.91,3.62,3.12,3.25,3,1.75,3.56,3.39,3.5,3.69,4.04,2.76
29-1123.00,Physical Therapists,NA,3.38,3.38,4.25,4.25,4.38,3.75,3.75,3.84,4.53,3.88,3.38,3.25,3.38,3.25,3.89,3.86,4.81,4.5,5.08,3.65
29-1071.00,Physician Assistants,NA,3.12,3.12,4.88,4.38,4.62,3.75,4,3.3,4.25,4.5,4.12,3.38,3.62,2.88,3.7,4.75,6.1,4,5.8,3.8
19-2012.00,Physicists,1,5.25,5.5,5,5.5,5.5,5.13,5.13,4.1,4.71,4.88,5.62,5,4.75,3.62,4.26,5.89,6.15,6.36,5.72,4.87
25-1054.00,"Physics Teachers, Postsecondary",NA,3.5,3.5,3.5,4.38,4.38,3.88,3.75,4.78,4.91,4.5,4.38,4.25,4,2.62,5.3,5.69,5.52,6.38,6.38,4.91
47-2072.00,Pile-Driver Operators,NA,2,1.88,3,2.88,2.75,2.75,2.12,3.18,3.24,3,2,1.62,2.25,0.12,3.37,3.17,4.49,4.05,3.76,3.05
53-5021.03,"Pilots, Ship",NA,3,2.88,4,4,3.62,3.38,3,3.3,3.86,3.75,3.38,3,3.38,1.5,3.85,3.43,5.02,3.03,4.94,3.07
47-2152.01,Pipe Fitters and Steamfitters,NA,2.88,2.88,3.25,3,3,3.25,3.12,3.84,3.75,3.12,3,2.5,3.12,1.12,3.41,2.69,3.68,3.96,3.97,2.67
47-2151.00,Pipelayers,NA,2,2,3,2.88,2.88,3,3,3.64,3.66,3,2.12,2,2.38,0.62,3.31,2.09,3.63,3.01,3.06,1.67
47-2161.00,Plasterers and Stucco Masons,NA,2.12,2.12,2.75,2.75,2.75,2.88,2.88,3.27,3.08,2.62,2.12,2,2.25,1.25,3.84,2.92,3.95,3.69,3.63,3.22
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",NA,2.25,2.25,3,3,3,3,3,3.45,3.61,2.75,2.12,2.12,2.25,1.62,3.81,2.5,4,3.59,3.84,2.08
47-2152.02,Plumbers,NA,3,2.88,3.5,3.25,3.38,3.12,2.88,3.58,3.5,3.62,3,3,3.12,2.25,2.92,2.04,3.47,2.51,3.49,2.19
29-1081.00,Podiatrists,NA,3.38,3.5,5.38,4.75,5.12,3.62,3.5,3.71,4.29,4.25,4.75,3.62,4,2.62,3.39,4.13,5.37,3.07,5.23,3.59
27-3043.05,"Poets, Lyricists and Creative Writers",NA,4.25,4.75,3.5,3.75,3.62,3.62,3.25,4.65,3.69,3.88,3.88,2.75,3.38,1.75,3.32,3.22,4.22,6.44,4.89,4.15
33-3021.01,Police Detectives,1,3.75,3.25,4.25,4.12,4.25,3.75,3.5,3.72,4,4.12,3.75,3,3.88,1.25,4.2,4.55,5.41,4.49,5.44,3.93
33-3021.02,Police Identification and Records Officers,NA,3.12,2.88,3.5,4,4,3.88,3.5,3.61,4.17,4,3.25,2.88,3.12,0.62,4.25,4.18,5,2.66,5.7,2.67
33-3051.01,Police Patrol Officers,NA,3,3,4,4,4,3.75,3,3.23,3.84,4,3.12,3,3.25,1.5,5.05,4.74,6.04,3.87,5.51,3.82
43-5031.00,"Police, Fire, and Ambulance Dispatchers",NA,3.12,3,4,3.75,3.25,3.62,3.12,3.32,3.9,3.88,3,3,3.12,1.88,2.65,3.57,4.78,3.45,5.26,3.03
25-1065.00,"Political Science Teachers, Postsecondary",NA,3.12,3.12,3.38,4,4,3.12,3.12,3.91,4.64,4.12,4.12,4.12,3.75,3.12,4.38,5.53,4.6,5.14,5.72,3.77
19-3094.00,Political Scientists,1,3.75,3.62,3.75,4.12,4,3.5,3.5,3.6,4.87,4.5,3.88,3.38,3.88,2.38,4.2,6.37,5.1,5.03,5.53,3.87
43-5051.00,Postal Service Clerks,NA,2,1.88,2.88,3,3,2.88,2.75,3.22,3.57,3.25,2,2,2.5,0.5,2.94,2.43,3.16,2.19,4.26,1.76
43-5052.00,Postal Service Mail Carriers,0,1.25,1.38,2.75,2.75,2.75,2.88,3,2.84,3.06,2.75,2,1.12,2.12,1,1.84,0.96,2.43,1.29,2.48,0.89
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",NA,1.75,1.62,2.62,2.5,2.5,2.62,2.62,2.84,2.9,2.62,2,2.12,2,0.62,2.67,1.6,2.62,1.91,2.48,1.48
11-9131.00,Postmasters and Mail Superintendents,NA,3,3,3.38,3.25,3.12,3.12,3,3.77,4.06,3.88,3.12,3.25,3.12,2.12,3.78,3.53,4.62,3.97,4.03,3.82
51-9195.05,"Potters, Manufacturing",NA,3.25,3.5,3.12,3,3,3.25,3.12,4.01,3.47,2.88,2.25,1.62,2.38,2,3.48,2.48,3.53,5.66,3.9,2.93
51-4052.00,"Pourers and Casters, Metal",NA,2.12,2.12,2.88,2.88,2.75,2.88,3,3.03,3.21,3,2.12,2.12,2.12,1,3.58,3.13,4.06,3.01,3.5,3.28
51-8012.00,Power Distributors and Dispatchers,NA,3,2.88,4,4,3.75,3.38,3,3.27,4,3.75,3,2.62,3.12,1.88,3.52,3.98,5.39,3.91,5.03,3.55
51-8013.00,Power Plant Operators,NA,2.75,2.75,3.62,3.5,3.38,3.25,3,3.11,3.46,3.62,3,2.38,3,0.88,3.31,3.18,3.99,3.42,4.59,2.07
51-9071.07,Precious Metal Workers,NA,2.88,2.75,2.88,2.75,2.75,2.88,3,4.05,4.2,2.75,2.25,1.62,2.75,2.25,3.81,2.59,4.2,4.14,3.3,2.14
19-4099.02,Precision Agriculture Technicians,NA,3.12,3.12,3.88,4.12,4,3.88,3.75,3.54,4.23,3.62,3.75,2.75,3.25,3.25,3.56,4.7,4.56,4.19,5.3,3.15
51-5111.00,Prepress Technicians and Workers,NA,2.88,3,3.12,3,3,3,3.12,3.82,3.64,3,3,2.25,2.88,1.5,3.2,2.61,4.21,4.4,5.23,2.65
25-2011.00,"Preschool Teachers, Except Special Education",NA,3.38,3.5,3.75,3.25,3,3.25,3.25,4.06,3.37,3.25,3,3.88,3.12,1.62,3.16,2.51,4.08,4.57,3.84,3.2
51-6021.00,"Pressers, Textile, Garment, and Related Materials",0,1.38,1.25,2.12,2.12,2.12,2.12,2.25,4.12,3.74,2.25,1.5,1,1.75,0.5,3,1.74,3.1,2.49,2.75,2.14
29-1069.09,Preventive Medicine Physicians,NA,4.25,4,5.75,5,5.62,4.12,4.5,3.61,4.64,5,4.88,4.5,4.88,2.88,4.04,5.57,5.74,4.64,5.93,4.82
51-5113.00,Print Binding and Finishing Workers,NA,2.5,2.38,3,2.88,2.88,3.25,3,3.01,3.2,3,2.38,2.88,2.88,0.5,3.25,2.79,3.89,3.42,2.96,2.34
51-5112.00,Printing Press Operators,NA,2.5,2.62,3.25,3,2.88,3,3,3.49,3.86,3.38,2.88,2.25,2.88,1.12,3.57,2.85,3.83,3.25,3.88,2.18
33-9021.00,Private Detectives and Investigators,NA,3.38,3.12,4.12,4,4.12,3.38,3.12,3.64,4.16,4.12,3.38,2.12,3,1.5,4.27,4.68,4.35,3.74,5.11,3.39
21-1092.00,Probation Officers and Correctional Treatment Specialists,NA,3,3.12,4.25,3.88,3.75,3.12,3.12,3.9,4.19,4,3.12,2.5,3.12,2,4.01,3.28,4.83,3.82,4.26,3.72
43-3061.00,Procurement Clerks,NA,2.38,2.38,3.12,3.38,3.12,3,3,3.89,3.56,3.62,3.5,2.25,3,1.25,2.98,2.94,4.07,3.01,3.95,1.95
27-2012.01,Producers,NA,4,3.88,3.88,4.12,3.75,3.5,3.12,3.86,3.35,4,4,2.88,3.75,2.62,4.04,3.03,4.69,5.46,4.47,3.04
17-2111.03,Product Safety Engineers,NA,3.5,3.12,4.5,4.12,4.25,3.25,3.38,3.5,4.18,4.12,3.38,3.12,3.5,4,4.68,4.86,5.18,4.68,5.41,3.77
43-5061.00,"Production, Planning, and Expediting Clerks",NA,2.88,2.75,3.62,3.62,3.25,3.5,3,3.37,3.88,3.88,2.88,2.5,3,1.75,3.78,4.04,4.11,3.75,4.18,3
27-2012.03,Program Directors,NA,3.5,3.88,4,4,4,3.88,3.88,4.39,4.38,4,3.88,3.25,3.75,3.12,4.57,4.58,5.37,5.71,5.88,4.84
43-9081.00,Proofreaders and Copy Markers,0,1.62,1.62,3,3,2.62,3,2.38,3.07,2.9,3,2.38,1.38,2.38,0.38,1.04,3.31,2.31,2.03,4.3,0.89
11-9141.00,"Property, Real Estate, and Community Association Managers",NA,3.12,3,3.75,3.88,3.62,3.25,3.12,3.46,4.04,4,3.38,3,3.12,2.5,3.85,4.04,5.04,3.92,4.85,4.19
29-1024.00,Prosthodontists,NA,3.38,3,4,3.88,3.88,3.38,3,4.27,4.52,4,3.25,3.12,3.75,3.62,4.8,3.79,5.83,4.57,4.96,3.9
31-1013.00,Psychiatric Aides,NA,2.88,2.75,4,3.12,3.12,3.12,3,3.8,3.76,3.25,3,3.12,3,0.38,3.45,2.73,3.59,3.18,3.8,2.43
29-2053.00,Psychiatric Technicians,NA,3,3,4,4,3.88,3.25,3.25,3.31,3.54,3.88,3.25,3.5,3.25,0.75,3.65,4.56,4.58,3.69,5.14,3.56
29-1066.00,Psychiatrists,1,3.88,3.62,4.88,4.62,4.75,4.12,4.12,3.64,4.38,4.62,4.38,4,4.25,3.5,4.7,5.15,6.12,4.81,5.87,3.94
25-1066.00,"Psychology Teachers, Postsecondary",NA,3.5,3.5,3.62,4.12,4.12,3.38,3.25,4.06,4.28,4.25,4.5,5,3.62,2.5,3.35,4.57,3.99,4.68,5.57,4.1
27-3012.00,Public Address System and Other Announcers,NA,2.88,2.75,2.88,2.88,2.88,2.88,2.88,3.54,2.58,2.88,2.88,1.5,2.75,0.5,2.53,1.66,3.35,3.7,3.88,1.75
11-2031.00,Public Relations and Fundraising Managers,NA,4.12,4,4,4.12,3.75,3.62,3.38,3.68,3.79,4,3.5,3.12,3.88,2.12,4.09,4.52,4.6,5.03,4.93,4.8
27-3031.00,Public Relations Specialists,NA,3.75,3.75,3.88,3.88,3.88,3,3,3.79,3.92,4,3.62,3,3.38,2.75,3.83,3.96,4.83,5.04,5.25,4.88
53-7072.00,"Pump Operators, Except Wellhead Pumpers",NA,2.38,2.13,3.38,2.88,2.88,3.25,3.13,2.4,3.19,3.12,2.62,2.38,2.75,1.25,3.93,3.47,3.99,3.3,3.86,2.23
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",NA,2.88,3,3.75,4.25,4,3.62,3.38,3.65,4.1,4.12,4.12,3.25,3.88,2.88,4.33,4.21,4.58,4.05,4.45,3.7
11-3061.00,Purchasing Managers,NA,4,3.75,3.88,4,3.88,3.62,3.75,3.67,4.29,4,3.88,3.62,3.25,2.75,3.81,4.76,5.1,3.9,4.62,4.38
19-4099.01,Quality Control Analysts,1,3.12,3,3.62,3.5,3.38,3.5,3.38,3.02,3.88,3.5,3.25,2.75,3.38,2.25,3.76,3.65,4.03,2.83,3.71,2.01
11-3051.01,Quality Control Systems Managers,NA,3.38,3.38,4.25,3.88,4,3.38,3.25,3.84,4.64,4.12,4,3.5,4,2.75,4.32,5.35,5.42,4.8,5.21,4.03
29-1124.00,Radiation Therapists,NA,3,2.62,3.88,3.88,3.25,3.88,3.5,3.69,4.11,3.75,3,3,3,2.62,4.56,4.36,5.25,3.54,5.72,2.75
27-3011.00,Radio and Television Announcers,NA,3.25,3.62,3.38,3.75,3.38,3.25,3,3.73,3.76,3.88,3.25,2.38,3,1.25,3.59,3.81,4.26,4.94,4.98,2.66
17-2072.01,Radio Frequency Identification Device Specialists,NA,3.38,3.12,3.5,4.25,3.75,3.75,3.62,4.14,4.39,3.88,3.5,3.25,3.62,3,3.85,4.29,5.58,5.84,5.65,4.52
49-2021.01,Radio Mechanics,NA,2.62,2.25,3.12,3.12,3.25,3.38,2.88,3.38,4.03,2.88,2.88,2.25,2.88,1.62,3.34,3.92,4.84,3.65,5.35,2.82
27-4013.00,Radio Operators,NA,2.75,2.5,3.5,3.5,3.38,3.25,2.88,4,4.25,3.25,2.75,2.62,2.88,1.25,3.44,3.53,4.58,2.62,5.41,2.49
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",NA,2.5,2.5,3.38,3.25,3.12,3.38,2.88,3.86,4.24,3.12,2.75,2.38,2.62,0.25,3.57,3.63,3.8,3.93,4.27,2.82
29-2099.06,Radiologic Technicians,NA,2.88,2.88,3.62,3.25,3.25,3.75,3.25,3.78,3.67,3.12,3.12,2.88,2.88,1.12,3.22,2.62,3.45,4.39,5.07,2.42
29-2034.00,Radiologic Technologists,NA,2.88,2.75,4,3.5,3.38,3.12,3.12,3.62,3.64,3.62,3,2.75,2.88,0.5,3.37,3.61,4.41,4.23,5.61,2.91
29-1069.10,Radiologists,NA,3.38,3.25,4.88,4.38,4.5,4,3.75,3.51,4.28,4.5,4,3.75,4,0.75,5.21,4.57,5.88,3.98,6.21,4.18
49-3043.00,Rail Car Repairers,NA,2.38,2.38,3,3.13,2.88,3.13,2.63,3.17,2.51,3.38,2.5,2.25,2.5,0.88,3.03,2.2,3.04,3.3,3.6,2.23
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",NA,2.13,2.13,3.5,3.13,3.13,3.13,2.75,3.28,3.88,2.88,2.62,2.5,3,0.62,3.2,2.56,3.96,3.11,3.62,2.57
53-4021.00,"Railroad Brake, Signal, and Switch Operators",NA,2,2.13,3.38,2.75,2.75,2.75,2.63,3.38,3.48,2.75,2.38,2.5,2.62,0.75,3.87,2.83,3.76,2.97,4.07,2.84
53-4031.00,Railroad Conductors and Yardmasters,NA,2.75,2.75,3.75,3.75,3.12,3.75,3.12,2.78,3.58,3.62,3,2.75,3.38,1.62,2.25,2.53,3.27,1.95,3.6,1.89
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,NA,2.12,2.12,3,3,2.88,2.88,2.62,3.49,3.31,3,2.38,2.25,2.38,0.75,2.81,2.75,4.18,3.37,4.09,2.59
19-1031.02,Range Managers,NA,3.75,3.75,4.25,4.13,3.88,3.38,3.63,3.74,3.83,3.88,3.62,2.62,4.12,3.25,4.56,4.93,5.48,4.71,5.46,4.92
41-9021.00,Real Estate Brokers,NA,2.62,2.62,3.5,4,3.12,3,2.5,3.9,3.69,3.88,3.75,2,2.88,1,3.43,4.23,3.94,3.84,4.85,2.89
41-9022.00,Real Estate Sales Agents,NA,3.25,2.62,3.5,3.75,3.25,3.38,3.12,3.68,3.57,3.88,3.38,2.62,3.12,2.12,3.68,3.96,4.25,3.82,5.04,3.36
43-4171.00,Receptionists and Information Clerks,NA,2.5,2.38,2.88,2.88,2.88,3,2.75,3.42,3.4,3.12,2.38,2.38,2.75,0.25,3.5,2.16,3.4,2.67,4.32,1.36
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",NA,3,3.25,3.25,3.75,3.75,3.5,3.25,4.25,4.3,4,4,4.12,3.38,2.88,4.77,3.99,5,5.01,5.49,4.82
39-9032.00,Recreation Workers,NA,3.12,3.5,3.12,3.25,3,3,3,3.95,3.92,3.62,3.12,3.12,3,1.88,3.55,3.31,4.14,4.53,4.73,3.49
29-1125.00,Recreational Therapists,NA,3.12,3.88,4,4,4,3.5,3,4.42,3.88,4,3.38,3.38,3.5,2.88,3.54,3.23,4.46,5.12,4.96,4.04
49-3092.00,Recreational Vehicle Service Technicians,NA,2.5,2.62,3.5,3.25,3.38,3.5,2.88,3.35,3.6,3.5,3.12,2.38,2.88,1,3.72,2.75,3.64,3.1,4.12,2.58
51-9199.01,Recycling and Reclamation Workers,NA,2.12,1.88,2.5,2.5,2.5,2.88,3,3.31,2.95,2.75,2.25,2,2.38,0.38,3.17,2.27,3.91,2.44,3.07,2.44
53-1021.01,Recycling Coordinators,NA,2.88,2.5,3,3.25,3.12,3.12,2.88,4.04,3.85,3.5,3.12,3,2.75,1.12,4.47,3.82,4.71,3.94,4.57,3.76
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",NA,1.88,1.88,2.88,3,2.88,3.13,2.88,2.85,2.77,3,2.12,2.12,2.12,1.25,2.4,2.25,4.28,2.71,3.61,2.25
49-9021.02,Refrigeration Mechanics and Installers,NA,2.75,2.5,3.62,3.25,3.38,3.5,3.12,3.91,4.24,3.88,3.25,3,3.38,1.88,3.86,3.51,4.58,3.69,5.19,3.31
53-7081.00,Refuse and Recyclable Material Collectors,0,2,2,2.25,2.25,2.25,2.62,2.75,3.56,3.37,3,2,0.88,2.12,0.5,3.12,1.56,3.14,2.8,2.59,2.2
29-1141.00,Registered Nurses,NA,3.12,3.12,5,4.12,4.88,3.88,3.88,3.72,4.3,4,3.75,3.75,3.25,1.5,4.18,3.36,4.9,3.69,5.44,2.99
11-9199.01,Regulatory Affairs Managers,NA,3.5,3.38,3.88,3.88,3.5,3.38,3.38,3.45,4.12,4.12,3.62,3.25,3.38,3.75,3.48,4.42,4.74,4,5.42,4.33
13-1041.07,Regulatory Affairs Specialists,NA,3.62,3.38,4.12,4.25,3.88,4.12,3.62,3.5,4.38,4.38,3.75,3.12,3.62,2.62,3.7,4.48,4.55,3.82,5.3,4.03
21-1015.00,Rehabilitation Counselors,NA,3.5,3.5,4,4,4,3.12,3,3.71,3.85,3.88,3.38,3.62,3.75,3.5,3.13,2.64,3.64,2.96,4.05,3.22
47-2171.00,Reinforcing Iron and Rebar Workers,NA,2.12,2,2.75,2.75,2.38,2.75,2.62,3.66,3.86,2.88,1.88,2,2.38,1,2.86,1.78,3.55,2.64,2.88,2.64
19-2099.01,Remote Sensing Scientists and Technologists,NA,3.62,3.62,4,4.5,4.38,4,4,4.07,4.67,4.25,3.88,3.12,4,3.88,3.64,5.63,4.79,5.29,5.86,4.25
19-4099.03,Remote Sensing Technicians,NA,3.75,3.38,3.75,3.88,3.75,3.88,3.88,3.74,4.22,3.88,3.5,3,3.38,1.88,3.55,4.64,4.2,4.68,5.17,3.26
27-3022.00,Reporters and Correspondents,NA,3.88,3.75,3.75,3.88,4,3.5,3,3.5,4.18,4.12,3.75,2,3.38,1.88,3.27,4.09,3.41,4.23,4.5,2.29
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,NA,2.88,2.75,3,3.12,3,3,3,3.56,3.77,3.62,3,2.62,3,1,2.78,3.28,4.82,2.44,4.39,1.5
39-9041.00,Residential Advisors,NA,3,3,3.62,3.25,3.12,3.12,3,3.51,3.37,4,3,3.12,3,2,4.58,3.05,5.07,4.7,4.47,3.24
29-1126.00,Respiratory Therapists,NA,2.75,3,4,3.75,3.88,3.75,3.38,3.82,4.45,4,3.62,3,3.12,2.12,3.83,4.71,4.83,3.39,5.6,3.32
29-2054.00,Respiratory Therapy Technicians,NA,2.88,2.88,4,3.75,3.75,3.62,3,3.63,3.83,3.62,3.62,3.25,2.88,1.5,4.52,3.78,5.54,4.13,5.7,4.3
33-9099.02,Retail Loss Prevention Specialists,NA,2.75,2.75,3.62,3.12,3.5,3,3,3.68,4.17,3.62,3,2.75,2.88,0.75,4.07,4.86,5.23,3.6,4.79,3.52
41-2031.00,Retail Salespersons,NA,2.88,2.62,3.25,3,2.88,2.88,2.88,3.07,3.16,3.12,2.88,2.25,2.5,0.62,3.12,2.62,2.91,3.07,3.6,2.4
49-9096.00,Riggers,NA,2.13,2.25,3.38,2.88,2.88,3.25,2.88,3.81,3.77,3,2.38,0.5,2.62,2.12,2.24,2,4.68,2.35,2.23,2.09
13-2099.02,Risk Management Specialists,NA,3.75,3.38,4.75,4.62,4.25,3.62,3.62,3.76,4.52,4.25,3.75,3,3.88,2,4.52,4.67,4.71,4.29,4.86,4.1
17-2199.08,Robotics Engineers,NA,4.12,4.62,4.5,4.75,4.5,4.5,3.88,4.2,4.5,4.62,4.5,3.75,4.12,4,3.87,4.87,5.03,5.9,5.87,4
17-3024.01,Robotics Technicians,NA,3.12,3.25,4,4.12,4,4,3.62,3.68,4.32,4,3.62,3.12,3.62,2.25,3.86,3.86,4.45,4.68,4.82,2.82
47-5051.00,"Rock Splitters, Quarry",0,1.5,1.88,2.75,2.75,2.75,2.88,2.88,3.17,3.13,2.62,2.12,2,2.5,0.25,2.95,2.49,3.2,2.71,3.04,2.7
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0,2.25,2.12,3.12,3,2.88,3,3,3.68,3.64,3,3,2.75,2.75,1.12,3.13,3.67,4.96,3.36,4.39,2.56
47-5061.00,"Roof Bolters, Mining",NA,2.12,2.12,3.38,3,2.88,3.25,2.5,3.09,3.13,3,2.88,2.5,2.38,0.25,3.63,2.47,4.67,2.19,4.29,2.51
47-2181.00,Roofers,NA,2.12,2.25,2.88,3.12,2.88,3,2.88,3.77,3.71,2.88,2.38,2,2.75,1.25,3.82,2.58,3.85,3.89,4.41,3.1
47-5012.00,"Rotary Drill Operators, Oil and Gas",NA,2.75,2.63,3.5,3.38,3.25,3.75,3.13,3.57,3.97,3.25,3,3.12,3.12,1,4.15,3.43,4.45,4.33,4.25,3.05
47-2031.02,Rough Carpenters,NA,2.62,2.5,3.38,3.25,3.12,3.25,3.25,3.53,3.55,3.12,2.75,2.5,2.75,0.5,4.13,3.19,4.11,3.27,3.81,2.55
47-5071.00,"Roustabouts, Oil and Gas",NA,1.88,2,2.75,2.62,2.62,2.75,2.5,2.63,3.06,2.38,2.38,2,2.12,0.12,3.21,2.35,3.31,2.94,3.55,1.93
53-5011.00,Sailors and Marine Oilers,NA,2.25,2.25,3.5,3,3,3.12,3,2.63,2.69,3,2.88,2.62,2.88,0.5,3.18,3.25,4.81,3.7,3.95,2.6
41-3031.02,"Sales Agents, Financial Services",1,3.38,2.88,3.62,4.25,3.5,3.25,2.88,3.95,4.24,4,3.62,2.88,3.12,2.25,3.46,5.36,4.87,4.1,4.54,3.91
41-3031.01,"Sales Agents, Securities and Commodities",1,3.88,3.25,4.25,4.62,4,3.62,3.75,3.34,4.26,4.38,4.12,2.75,3.62,1.88,4.71,5.06,4.72,3.41,4.78,4.02
41-9031.00,Sales Engineers,NA,4,3.75,3.88,4,4,4,3.88,3.73,4.26,4,3.88,3.5,3.75,2.75,4.72,5.11,4.84,4.71,4.87,4.32
11-2022.00,Sales Managers,NA,3.75,3.88,3.88,4.38,4,3.38,3.62,4.13,4.14,4,3.88,3.75,3.88,2.88,3.96,4.74,5.26,4.91,4.87,4.78
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",NA,3,3,3,3.25,3.12,3.25,3,3.43,3.77,4,3.12,2.38,3,1.88,3.44,3.76,3.97,4.44,4.08,3.6
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",NA,3.62,3.62,3.62,3.88,3.25,3.25,3,3.79,3.62,3.75,3.75,3,3.12,2.5,2.76,3.12,3.47,2.87,3.29,2.74
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",NA,1.75,1.75,2.88,2.75,2.88,2.88,2.62,3.5,3.21,2.75,2,1.88,2.25,1.38,2.74,1.55,2.37,2.32,2.55,1.49
19-3031.01,School Psychologists,NA,3.38,3.5,4.25,4.12,4.38,3.5,3.38,3.33,4.37,4,3.75,4,3.75,0.75,4.62,5.34,4.93,4.24,5.2,3.77
15-1199.10,Search Marketing Strategists,1,3.75,3.88,3.5,3.88,3.75,3.38,3.38,4.22,4.7,3.75,3.75,3,4,2,2.87,5.22,4.87,4.39,5.52,4.22
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",NA,3.38,3.75,4,4.12,3.62,3.12,3.25,3.98,4.18,3.88,3.75,4.38,3.5,1.25,3.42,3.95,4.45,4.84,5.01,4.65
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",NA,2.25,2,3,3.12,3,3.38,3,3.2,3.63,3.75,3.12,2.38,2.75,0.75,2.58,3.33,3.42,2.79,3.5,2.22
41-3031.03,Securities and Commodities Traders,NA,3.38,2.88,3.62,4.5,4.12,3.38,3.75,2.93,3.61,4.25,3.5,2.25,3.38,0.88,3.46,4.3,4.33,3.34,4.98,3.47
49-2098.00,Security and Fire Alarm Systems Installers,NA,2.62,2.75,3.25,3.12,3.12,3,2.88,3.8,3.71,3.5,3,2.38,3,1.75,3.41,2.45,3.4,2.91,4.74,2.14
33-9032.00,Security Guards,NA,2,2,3.5,3,3,2.88,2,2.59,2.59,2.88,2.5,2.25,2.25,0.5,4,3.29,4.63,3.74,4.21,2.94
13-1199.02,Security Management Specialists,NA,3.88,3.38,4.12,4.25,4,3.75,3.75,3.5,4.23,3.88,3.38,2.75,3.62,3.62,4.38,4.19,4.84,4.54,5.65,4.27
11-9199.07,Security Managers,NA,3.62,3.62,4.38,4.38,4.12,3.75,3.5,3.7,4.1,4,3.38,3.25,3.75,2.25,4.6,4.2,5.25,3.85,5.05,4
47-4091.00,Segmental Pavers,NA,2.62,2.75,2.88,3,2.88,3.12,2.88,3.04,3.17,3,2.5,2.38,2.75,1.75,2.84,2.78,3.79,3.44,3,2.25
25-3021.00,Self-Enrichment Education Teachers,NA,2.88,3.25,3,3,3,2.75,2.75,4.2,3.72,3.25,3.12,3.5,2.75,2.25,3.26,2.84,3.88,3.71,3.68,2.73
51-9141.00,Semiconductor Processors,NA,2.13,2.13,3,3.13,3,3.25,3,3.29,3.17,2.88,2.25,2,2.75,1.62,3.76,3.24,3.85,3.15,4.54,2.36
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",NA,2.25,2.12,3.25,3,3,3,3,3,3.42,3,2.88,2.88,2.88,1,2.88,3.18,4.06,2.91,3.29,2.42
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,NA,2.38,2,3,3,3,2.88,2.62,2.99,3.42,3,2.62,2.38,3,0.75,2.3,1.76,3.44,3.05,3.72,2.08
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",NA,2.25,2.38,3.5,3.25,3.12,3,3,3.34,3.39,3.25,3,2.38,3,0.88,4.43,2.92,4.79,4.4,4.58,3.64
27-1027.00,Set and Exhibit Designers,NA,4.12,4.12,3.5,3.75,3.5,3.62,3.62,4.48,3.91,3.75,3.25,2.88,3.5,3.88,3.86,3.41,5,5.95,5.41,4
51-6051.00,"Sewers, Hand",NA,2.25,2.38,2.5,2.5,2.63,2.75,2.88,4,3.41,2.38,2.12,2.25,2.38,1.62,3.85,2.52,4.04,4.81,3.96,2.33
51-6031.00,Sewing Machine Operators,NA,1.38,1.25,2.75,2.75,2.12,2.62,2.88,3.01,2.58,2.12,1.88,2,2.12,0.62,2.13,1.66,2.67,2.12,2.72,1.96
